,index,length_of_stay
5911,5 days 00:01:00.000000000,96
5912,4 days 22:24:00.000000000,96
5913,4 days 03:08:00.000000000,96
5914,4 days 21:28:00.000000000,96
5915,3 days 16:27:00.000000000,95
5916,4 days 20:54:00.000000000,95
5917,4 days 21:33:00.000000000,95
5918,3 days 11:16:00.000000000,95
5919,4 days 18:52:00.000000000,95
5920,3 days 11:54:00.000000000,95
5921,0 days 07:50:00.000000000,95
5922,4 days 06:28:00.000000000,95
5923,4 days 19:14:00.000000000,95
5924,4 days 05:31:00.000000000,95
5925,0 days 10:58:00.000000000,95
5926,5 days 21:37:00.000000000,95
5927,3 days 16:09:00.000000000,95
5928,0 days 10:44:00.000000000,95
5929,5 days 01:06:00.000000000,95
5930,3 days 13:27:00.000000000,95
5931,0 days 11:12:00.000000000,95
5932,4 days 07:34:00.000000000,95
5933,6 days 17:30:00.000000000,95
5934,3 days 09:41:00.000000000,95
5935,4 days 06:26:00.000000000,95
5936,4 days 17:49:00.000000000,95
5937,4 days 06:48:00.000000000,95
5938,3 days 15:08:00.000000000,95
5939,4 days 20:49:00.000000000,95
5940,5 days 16:10:00.000000000,95
5941,3 days 12:13:00.000000000,95
5942,3 days 11:42:00.000000000,95
5943,4 days 05:33:00.000000000,95
5944,5 days 04:40:00.000000000,95
5945,6 days 19:45:00.000000000,95
5946,5 days 01:36:00.000000000,95
5947,5 days 00:56:00.000000000,95
5948,5 days 02:18:00.000000000,95
5949,6 days 02:30:00.000000000,95
5950,4 days 09:05:00.000000000,95
5951,6 days 22:00:00.000000000,95
5952,4 days 23:23:00.000000000,95
5953,4 days 04:41:00.000000000,95
5954,3 days 11:48:00.000000000,95
5955,3 days 10:33:00.000000000,95
5956,3 days 11:06:00.000000000,95
5957,6 days 21:20:00.000000000,95
5958,3 days 11:58:00.000000000,95
5959,5 days 22:06:00.000000000,95
5960,3 days 15:41:00.000000000,95
5961,4 days 14:40:00.000000000,95
5962,3 days 14:59:00.000000000,95
5963,5 days 01:21:00.000000000,95
5964,3 days 15:14:00.000000000,95
5965,4 days 20:56:00.000000000,95
5966,5 days 18:10:00.000000000,95
5967,4 days 15:35:00.000000000,94
5968,4 days 06:57:00.000000000,94
5969,4 days 19:33:00.000000000,94
5970,4 days 07:12:00.000000000,94
5971,4 days 22:42:00.000000000,94
5972,4 days 21:57:00.000000000,94
5973,4 days 19:06:00.000000000,94
5974,0 days 04:26:00.000000000,94
5975,4 days 19:03:00.000000000,94
5976,5 days 18:55:00.000000000,94
5977,4 days 18:46:00.000000000,94
5978,4 days 12:55:00.000000000,94
5979,6 days 23:20:00.000000000,94
5980,4 days 12:40:00.000000000,94
5981,3 days 11:03:00.000000000,94
5982,4 days 21:44:00.000000000,94
5983,4 days 22:06:00.000000000,94
5984,3 days 12:23:00.000000000,94
5985,3 days 11:33:00.000000000,94
5986,4 days 06:21:00.000000000,94
5987,4 days 05:14:00.000000000,94
5988,0 days 08:51:00.000000000,94
5989,3 days 13:33:00.000000000,94
5990,3 days 15:29:00.000000000,94
5991,5 days 23:55:00.000000000,94
5992,4 days 23:21:00.000000000,94
5993,4 days 21:14:00.000000000,94
5994,3 days 10:43:00.000000000,94
5995,6 days 20:15:00.000000000,94
5996,4 days 21:03:00.000000000,94
5997,4 days 07:21:00.000000000,94
5998,4 days 20:38:00.000000000,94
5999,4 days 07:19:00.000000000,94
6000,4 days 22:49:00.000000000,94
6001,0 days 11:11:00.000000000,94
6002,3 days 12:26:00.000000000,94
6003,3 days 15:03:00.000000000,94
6004,3 days 11:18:00.000000000,94
6005,4 days 11:35:00.000000000,94
6006,4 days 06:53:00.000000000,94
6007,3 days 12:58:00.000000000,94
6008,4 days 19:36:00.000000000,94
6009,3 days 13:07:00.000000000,94
6010,5 days 17:10:00.000000000,94
6011,5 days 08:00:00.000000000,94
6012,4 days 21:56:00.000000000,94
6013,4 days 20:23:00.000000000,94
6014,5 days 00:49:00.000000000,94
6015,4 days 22:12:00.000000000,94
6016,4 days 20:28:00.000000000,94
6017,4 days 07:31:00.000000000,94
6018,4 days 08:10:00.000000000,94
6019,5 days 00:24:00.000000000,93
6020,5 days 02:14:00.000000000,93
6021,0 days 10:52:00.000000000,93
6022,0 days 11:39:00.000000000,93
6023,0 days 07:06:00.000000000,93
6024,4 days 20:34:00.000000000,93
6025,5 days 16:50:00.000000000,93
6026,5 days 00:27:00.000000000,93
6027,4 days 21:47:00.000000000,93
6028,4 days 05:52:00.000000000,93
6029,4 days 05:09:00.000000000,93
6030,0 days 09:47:00.000000000,93
6031,3 days 16:39:00.000000000,93
6032,0 days 10:13:00.000000000,93
6033,4 days 06:07:00.000000000,93
6034,3 days 13:11:00.000000000,93
6035,4 days 23:08:00.000000000,93
6036,5 days 01:09:00.000000000,93
6037,6 days 23:15:00.000000000,93
6038,4 days 23:06:00.000000000,93
6039,3 days 12:18:00.000000000,93
6040,4 days 19:44:00.000000000,93
6041,4 days 04:47:00.000000000,93
6042,3 days 13:08:00.000000000,93
6043,3 days 13:26:00.000000000,93
6044,4 days 05:53:00.000000000,93
6045,4 days 21:46:00.000000000,93
6046,5 days 00:31:00.000000000,93
6047,4 days 18:08:00.000000000,93
6048,4 days 21:54:00.000000000,93
6049,4 days 13:55:00.000000000,93
6050,5 days 07:00:00.000000000,93
6051,4 days 10:25:00.000000000,93
6052,4 days 05:21:00.000000000,93
6053,4 days 23:58:00.000000000,93
6054,4 days 19:53:00.000000000,93
6055,3 days 12:08:00.000000000,93
6056,4 days 06:19:00.000000000,93
6057,4 days 05:17:00.000000000,93
6058,6 days 23:30:00.000000000,93
6059,3 days 13:39:00.000000000,93
6060,4 days 22:23:00.000000000,93
6061,0 days 02:10:00.000000000,93
6062,5 days 00:08:00.000000000,93
6063,3 days 16:56:00.000000000,93
6064,0 days 03:20:00.000000000,93
6065,0 days 08:07:00.000000000,93
6066,4 days 17:22:00.000000000,93
6067,0 days 03:55:00.000000000,93
6068,0 days 09:49:00.000000000,92
6069,0 days 05:28:00.000000000,92
6070,0 days 11:54:00.000000000,92
6071,4 days 22:44:00.000000000,92
6072,3 days 13:36:00.000000000,92
6073,7 days 00:00:00.000000000,92
6074,4 days 06:17:00.000000000,92
6075,3 days 10:19:00.000000000,92
6076,0 days 08:58:00.000000000,92
6077,4 days 22:17:00.000000000,92
6078,4 days 22:09:00.000000000,92
6079,3 days 11:24:00.000000000,92
6080,3 days 12:43:00.000000000,92
6081,0 days 10:06:00.000000000,92
6082,5 days 02:33:00.000000000,92
6083,4 days 18:47:00.000000000,92
6084,4 days 06:29:00.000000000,92
6085,4 days 17:03:00.000000000,92
6086,4 days 22:46:00.000000000,92
6087,0 days 07:48:00.000000000,92
6088,3 days 11:04:00.000000000,92
6089,4 days 23:31:00.000000000,92
6090,0 days 09:32:00.000000000,92
6091,4 days 08:44:00.000000000,92
6092,3 days 11:23:00.000000000,92
6093,6 days 19:00:00.000000000,92
6094,0 days 10:23:00.000000000,92
6095,0 days 10:53:00.000000000,92
6096,3 days 13:21:00.000000000,92
6097,5 days 01:08:00.000000000,92
6098,4 days 20:47:00.000000000,92
6099,4 days 05:54:00.000000000,92
6100,3 days 11:46:00.000000000,92
6101,3 days 16:36:00.000000000,92
6102,5 days 04:10:00.000000000,92
6103,3 days 12:17:00.000000000,92
6104,5 days 00:39:00.000000000,92
6105,6 days 21:40:00.000000000,92
6106,3 days 12:07:00.000000000,92
6107,4 days 19:07:00.000000000,92
6108,0 days 03:03:00.000000000,92
6109,4 days 19:08:00.000000000,92
6110,4 days 06:49:00.000000000,92
6111,4 days 05:37:00.000000000,92
6112,4 days 13:20:00.000000000,92
6113,5 days 00:13:00.000000000,92
6114,4 days 22:31:00.000000000,92
6115,5 days 23:25:00.000000000,92
6116,4 days 03:54:00.000000000,92
6117,5 days 22:25:00.000000000,92
6118,4 days 22:02:00.000000000,92
6119,4 days 23:02:00.000000000,92
6120,3 days 13:16:00.000000000,92
6121,4 days 05:43:00.000000000,92
6122,0 days 04:39:00.000000000,92
6123,5 days 21:41:00.000000000,92
6124,0 days 08:36:00.000000000,92
6125,4 days 19:27:00.000000000,92
6126,3 days 14:09:00.000000000,92
6127,0 days 10:07:00.000000000,92
6128,5 days 02:04:00.000000000,92
6129,0 days 10:12:00.000000000,92
6130,4 days 21:23:00.000000000,92
6131,4 days 14:55:00.000000000,91
6132,5 days 02:27:00.000000000,91
6133,5 days 03:26:00.000000000,91
6134,4 days 18:23:00.000000000,91
6135,4 days 20:11:00.000000000,91
6136,4 days 22:28:00.000000000,91
6137,5 days 22:56:00.000000000,91
6138,5 days 07:30:00.000000000,91
6139,3 days 15:33:00.000000000,91
6140,4 days 08:31:00.000000000,91
6141,4 days 07:06:00.000000000,91
6142,0 days 04:34:00.000000000,91
6143,4 days 21:53:00.000000000,91
6144,4 days 13:35:00.000000000,91
6145,3 days 10:42:00.000000000,91
6146,3 days 14:14:00.000000000,91
6147,4 days 02:38:00.000000000,91
6148,5 days 01:56:00.000000000,91
6149,3 days 11:13:00.000000000,91
6150,3 days 11:27:00.000000000,91
6151,3 days 12:22:00.000000000,91
6152,0 days 05:58:00.000000000,91
6153,6 days 22:30:00.000000000,91
6154,5 days 16:15:00.000000000,91
6155,5 days 00:33:00.000000000,91
6156,4 days 13:10:00.000000000,91
6157,4 days 06:33:00.000000000,91
6158,5 days 17:50:00.000000000,91
6159,4 days 23:13:00.000000000,91
6160,3 days 15:34:00.000000000,91
6161,4 days 22:13:00.000000000,91
6162,4 days 10:35:00.000000000,91
6163,4 days 23:56:00.000000000,91
6164,0 days 10:21:00.000000000,91
6165,3 days 11:41:00.000000000,91
6166,5 days 01:41:00.000000000,91
6167,3 days 12:09:00.000000000,91
6168,4 days 06:11:00.000000000,91
6169,5 days 00:46:00.000000000,91
6170,0 days 08:35:00.000000000,91
6171,3 days 15:54:00.000000000,91
6172,4 days 20:57:00.000000000,91
6173,4 days 18:58:00.000000000,91
6174,4 days 04:32:00.000000000,91
6175,4 days 18:28:00.000000000,91
6176,4 days 12:10:00.000000000,91
6177,3 days 13:19:00.000000000,91
6178,4 days 20:33:00.000000000,91
6179,5 days 01:02:00.000000000,90
6180,4 days 04:21:00.000000000,90
6181,4 days 20:52:00.000000000,90
6182,0 days 10:17:00.000000000,90
6183,5 days 01:58:00.000000000,90
6184,4 days 06:38:00.000000000,90
6185,3 days 15:36:00.000000000,90
6186,4 days 19:43:00.000000000,90
6187,6 days 03:10:00.000000000,90
6188,0 days 05:39:00.000000000,90
6189,3 days 15:01:00.000000000,90
6190,0 days 09:52:00.000000000,90
6191,3 days 12:06:00.000000000,90
6192,4 days 23:18:00.000000000,90
6193,4 days 18:18:00.000000000,90
6194,0 days 03:25:00.000000000,90
6195,4 days 06:44:00.000000000,90
6196,5 days 22:08:00.000000000,90
6197,4 days 12:50:00.000000000,90
6198,5 days 03:35:00.000000000,90
6199,4 days 16:48:00.000000000,90
6200,4 days 19:16:00.000000000,90
6201,4 days 10:20:00.000000000,90
6202,5 days 01:44:00.000000000,90
6203,0 days 04:31:00.000000000,90
6204,4 days 18:54:00.000000000,90
6205,4 days 22:26:00.000000000,90
6206,4 days 06:36:00.000000000,90
6207,4 days 23:27:00.000000000,90
6208,3 days 14:37:00.000000000,90
6209,4 days 12:35:00.000000000,90
6210,4 days 09:40:00.000000000,90
6211,4 days 03:48:00.000000000,90
6212,4 days 05:34:00.000000000,90
6213,3 days 13:04:00.000000000,90
6214,3 days 12:14:00.000000000,90
6215,4 days 04:19:00.000000000,90
6216,4 days 17:13:00.000000000,90
6217,0 days 08:27:00.000000000,90
6218,6 days 01:55:00.000000000,90
6219,4 days 19:17:00.000000000,90
6220,3 days 11:32:00.000000000,90
6221,4 days 18:19:00.000000000,90
6222,4 days 10:10:00.000000000,90
6223,5 days 16:00:00.000000000,90
6224,5 days 14:00:00.000000000,90
6225,3 days 12:41:00.000000000,90
6226,0 days 02:40:00.000000000,90
6227,3 days 15:22:00.000000000,90
6228,3 days 14:03:00.000000000,90
6229,4 days 05:13:00.000000000,90
6230,3 days 16:04:00.000000000,90
6231,4 days 07:29:00.000000000,90
6232,3 days 15:32:00.000000000,90
6233,3 days 13:31:00.000000000,90
6234,3 days 14:01:00.000000000,90
6235,3 days 10:59:00.000000000,90
6236,0 days 11:17:00.000000000,90
6237,6 days 22:15:00.000000000,90
6238,4 days 06:06:00.000000000,90
6239,4 days 06:56:00.000000000,90
6240,4 days 18:17:00.000000000,90
6241,3 days 14:31:00.000000000,90
6242,4 days 08:35:00.000000000,90
6243,0 days 04:41:00.000000000,90
6244,0 days 04:23:00.000000000,90
6245,6 days 23:10:00.000000000,90
6246,4 days 19:46:00.000000000,90
6247,4 days 06:18:00.000000000,90
6248,4 days 21:11:00.000000000,90
6249,4 days 03:02:00.000000000,90
6250,4 days 14:25:00.000000000,89
6251,0 days 05:26:00.000000000,89
6252,5 days 01:12:00.000000000,89
6253,3 days 15:02:00.000000000,89
6254,0 days 09:23:00.000000000,89
6255,0 days 02:30:00.000000000,89
6256,0 days 11:13:00.000000000,89
6257,5 days 01:03:00.000000000,89
6258,5 days 01:01:00.000000000,89
6259,0 days 08:04:00.000000000,89
6260,5 days 00:19:00.000000000,89
6261,4 days 23:39:00.000000000,89
6262,4 days 05:41:00.000000000,89
6263,6 days 20:05:00.000000000,89
6264,0 days 07:41:00.000000000,89
6265,4 days 05:07:00.000000000,89
6266,5 days 00:44:00.000000000,89
6267,0 days 08:52:00.000000000,89
6268,3 days 11:38:00.000000000,89
6269,4 days 23:04:00.000000000,89
6270,0 days 10:41:00.000000000,89
6271,3 days 17:59:00.000000000,89
6272,6 days 01:25:00.000000000,89
6273,5 days 05:35:00.000000000,89
6274,4 days 23:57:00.000000000,89
6275,4 days 20:44:00.000000000,89
6276,4 days 23:42:00.000000000,89
6277,6 days 01:35:00.000000000,89
6278,4 days 06:09:00.000000000,89
6279,4 days 17:37:00.000000000,89
6280,6 days 23:40:00.000000000,89
6281,6 days 20:40:00.000000000,89
6282,4 days 04:37:00.000000000,89
6283,5 days 17:05:00.000000000,89
6284,4 days 12:25:00.000000000,89
6285,4 days 07:22:00.000000000,89
6286,4 days 05:38:00.000000000,89
6287,4 days 17:54:00.000000000,89
6288,5 days 05:00:00.000000000,89
6289,3 days 12:01:00.000000000,89
6290,5 days 21:33:00.000000000,89
6291,4 days 16:24:00.000000000,89
6292,4 days 19:38:00.000000000,89
6293,0 days 05:07:00.000000000,89
6294,6 days 02:20:00.000000000,89
6295,4 days 19:02:00.000000000,89
6296,3 days 14:24:00.000000000,89
6297,6 days 03:20:00.000000000,89
6298,0 days 03:40:00.000000000,89
6299,0 days 08:44:00.000000000,89
6300,5 days 23:49:00.000000000,89
6301,4 days 17:46:00.000000000,89
6302,5 days 05:40:00.000000000,89
6303,0 days 10:39:00.000000000,89
6304,4 days 15:05:00.000000000,89
6305,4 days 07:36:00.000000000,89
6306,3 days 10:38:00.000000000,89
6307,3 days 14:11:00.000000000,89
6308,4 days 07:27:00.000000000,89
6309,4 days 19:51:00.000000000,89
6310,0 days 07:26:00.000000000,89
6311,0 days 09:39:00.000000000,89
6312,6 days 23:55:00.000000000,88
6313,3 days 14:07:00.000000000,88
6314,4 days 18:42:00.000000000,88
6315,4 days 06:32:00.000000000,88
6316,4 days 18:57:00.000000000,88
6317,4 days 22:14:00.000000000,88
6318,6 days 22:50:00.000000000,88
6319,4 days 14:51:00.000000000,88
6320,4 days 08:13:00.000000000,88
6321,4 days 08:04:00.000000000,88
6322,3 days 13:42:00.000000000,88
6323,4 days 19:13:00.000000000,88
6324,5 days 05:55:00.000000000,88
6325,3 days 14:18:00.000000000,88
6326,4 days 08:42:00.000000000,88
6327,0 days 04:04:00.000000000,88
6328,6 days 00:35:00.000000000,88
6329,5 days 00:07:00.000000000,88
6330,6 days 04:00:00.000000000,88
6331,5 days 19:22:00.000000000,88
6332,4 days 18:27:00.000000000,88
6333,4 days 19:41:00.000000000,88
6334,4 days 07:24:00.000000000,88
6335,0 days 04:36:00.000000000,88
6336,0 days 09:19:00.000000000,88
6337,0 days 08:02:00.000000000,88
6338,4 days 20:37:00.000000000,88
6339,6 days 21:25:00.000000000,88
6340,4 days 17:53:00.000000000,88
6341,0 days 03:23:00.000000000,88
6342,0 days 07:22:00.000000000,88
6343,0 days 10:46:00.000000000,88
6344,3 days 14:39:00.000000000,88
6345,5 days 22:40:00.000000000,88
6346,4 days 05:56:00.000000000,88
6347,5 days 07:55:00.000000000,88
6348,6 days 03:45:00.000000000,88
6349,0 days 09:51:00.000000000,88
6350,4 days 05:51:00.000000000,88
6351,5 days 00:34:00.000000000,88
6352,4 days 05:39:00.000000000,88
6353,4 days 21:13:00.000000000,88
6354,6 days 01:40:00.000000000,88
6355,5 days 16:55:00.000000000,88
6356,5 days 20:24:00.000000000,88
6357,4 days 23:53:00.000000000,88
6358,4 days 06:04:00.000000000,88
6359,3 days 11:59:00.000000000,88
6360,4 days 19:21:00.000000000,87
6361,0 days 04:13:00.000000000,87
6362,4 days 06:41:00.000000000,87
6363,4 days 19:11:00.000000000,87
6364,0 days 08:32:00.000000000,87
6365,4 days 21:42:00.000000000,87
6366,0 days 04:19:00.000000000,87
6367,0 days 04:52:00.000000000,87
6368,0 days 10:11:00.000000000,87
6369,4 days 16:17:00.000000000,87
6370,4 days 22:38:00.000000000,87
6371,3 days 14:42:00.000000000,87
6372,0 days 00:01:00.000000000,87
6373,5 days 01:59:00.000000000,87
6374,0 days 09:31:00.000000000,87
6375,4 days 04:27:00.000000000,87
6376,4 days 15:21:00.000000000,87
6377,4 days 07:43:00.000000000,87
6378,5 days 06:00:00.000000000,87
6379,0 days 03:44:00.000000000,87
6380,4 days 05:16:00.000000000,87
6381,0 days 09:41:00.000000000,87
6382,3 days 13:57:00.000000000,87
6383,3 days 14:19:00.000000000,87
6384,5 days 23:02:00.000000000,87
6385,4 days 23:03:00.000000000,87
6386,0 days 10:42:00.000000000,87
6387,6 days 00:55:00.000000000,87
6388,6 days 00:45:00.000000000,87
6389,5 days 04:05:00.000000000,87
6390,3 days 14:49:00.000000000,87
6391,5 days 01:52:00.000000000,87
6392,4 days 19:28:00.000000000,87
6393,0 days 03:43:00.000000000,87
6394,3 days 14:02:00.000000000,87
6395,4 days 07:46:00.000000000,87
6396,4 days 07:56:00.000000000,87
6397,4 days 16:36:00.000000000,87
6398,4 days 14:10:00.000000000,87
6399,6 days 21:15:00.000000000,87
6400,3 days 11:56:00.000000000,87
6401,4 days 07:47:00.000000000,87
6402,4 days 06:39:00.000000000,87
6403,4 days 07:17:00.000000000,87
6404,0 days 09:44:00.000000000,87
6405,5 days 00:54:00.000000000,87
6406,4 days 07:14:00.000000000,87
6407,3 days 11:49:00.000000000,87
6408,3 days 13:23:00.000000000,87
6409,4 days 18:33:00.000000000,87
6410,4 days 17:11:00.000000000,87
6411,6 days 00:40:00.000000000,87
6412,4 days 19:24:00.000000000,87
6413,5 days 19:25:00.000000000,87
6414,4 days 09:25:00.000000000,87
6415,4 days 11:25:00.000000000,87
6416,4 days 07:23:00.000000000,87
6417,6 days 20:10:00.000000000,87
6418,4 days 18:22:00.000000000,87
6419,5 days 00:03:00.000000000,87
6420,3 days 14:33:00.000000000,87
6421,5 days 18:40:00.000000000,87
6422,4 days 18:09:00.000000000,87
6423,0 days 08:39:00.000000000,86
6424,4 days 20:06:00.000000000,86
6425,4 days 22:37:00.000000000,86
6426,0 days 08:24:00.000000000,86
6427,5 days 14:15:00.000000000,86
6428,4 days 05:01:00.000000000,86
6429,5 days 14:25:00.000000000,86
6430,4 days 20:31:00.000000000,86
6431,3 days 13:09:00.000000000,86
6432,3 days 13:06:00.000000000,86
6433,6 days 17:20:00.000000000,86
6434,5 days 23:05:00.000000000,86
6435,4 days 18:44:00.000000000,86
6436,4 days 22:56:00.000000000,86
6437,5 days 00:36:00.000000000,86
6438,4 days 18:02:00.000000000,86
6439,4 days 13:50:00.000000000,86
6440,5 days 22:18:00.000000000,86
6441,0 days 05:37:00.000000000,86
6442,6 days 02:35:00.000000000,86
6443,3 days 14:17:00.000000000,86
6444,4 days 08:36:00.000000000,86
6445,4 days 19:09:00.000000000,86
6446,3 days 14:26:00.000000000,86
6447,0 days 07:32:00.000000000,86
6448,4 days 13:05:00.000000000,86
6449,3 days 16:37:00.000000000,86
6450,6 days 23:00:00.000000000,86
6451,4 days 18:36:00.000000000,86
6452,4 days 17:57:00.000000000,86
6453,4 days 09:50:00.000000000,86
6454,4 days 20:14:00.000000000,86
6455,4 days 18:31:00.000000000,86
6456,3 days 12:19:00.000000000,86
6457,0 days 10:51:00.000000000,86
6458,5 days 18:00:00.000000000,86
6459,6 days 20:45:00.000000000,86
6460,4 days 23:37:00.000000000,86
6461,0 days 08:06:00.000000000,86
6462,3 days 13:41:00.000000000,86
6463,0 days 06:11:00.000000000,86
6464,6 days 22:40:00.000000000,86
6465,0 days 07:52:00.000000000,86
6466,3 days 13:49:00.000000000,86
6467,4 days 07:11:00.000000000,86
6468,3 days 15:06:00.000000000,86
6469,4 days 19:57:00.000000000,86
6470,0 days 04:49:00.000000000,86
6471,4 days 23:43:00.000000000,86
6472,4 days 17:17:00.000000000,86
6473,5 days 19:47:00.000000000,86
6474,0 days 07:47:00.000000000,86
6475,5 days 00:53:00.000000000,86
6476,0 days 02:51:00.000000000,86
6477,4 days 05:27:00.000000000,86
6478,3 days 08:47:00.000000000,86
6479,4 days 16:31:00.000000000,86
6480,5 days 17:20:00.000000000,85
6481,5 days 22:23:00.000000000,85
6482,4 days 20:59:00.000000000,85
6483,3 days 12:48:00.000000000,85
