,index,primary_diagnosis_code
10386,Q012,3
10387,O43023,3
10388,8027,3
10389,9083,3
10390,Z72820,3
10391,S00511A,3
10392,Z523,3
10393,Q341,3
10394,T5191XA,3
10395,9228,3
10396,Z608,3
10397,Q375,3
10398,7888,3
10399,O368230,3
10400,T50A95A,3
10401,78836,3
10402,H05111,3
10403,9243,3
10404,Q318,3
10405,O364XX2,3
10406,I69191,3
10407,78724,3
10408,F14120,3
10409,O360990,3
10410,92800,3
10411,Q445,3
10412,05443,3
10413,I7092,3
10414,Q564,3
10415,Q330,3
10416,Q313,3
10417,H16002,3
10418,9161,3
10419,9118,3
10420,H15091,3
10421,T82320A,3
10422,7937,3
10423,7936,3
10424,Z6842,3
10425,9136,3
10426,H1132,3
10427,H1131,3
10428,05312,3
10429,9162,3
10430,Z609,3
10431,7908,3
10432,2140,3
10433,Q2731,3
10434,K55032,3
10435,9172,3
10436,I70761,3
10437,9180,3
10438,T528X1A,3
10439,78961,3
10440,9195,3
10441,Z89511,3
10442,T730XXA,3
10443,P610,3
10444,O9973,3
10445,83400,3
10446,83309,3
10447,I70361,3
10448,85309,3
10449,I70401,3
10450,S83004A,3
10451,I70402,3
10452,2306,3
10453,O99711,3
10454,T8059XA,3
10455,82531,3
10456,H43812,3
10457,Z95810,3
10458,00846,3
10459,2323,3
10460,8621,3
10461,I70218,3
10462,O9A312,3
10463,00867,3
10464,K8018,3
10465,82312,3
10466,2334,3
10467,2290,3
10468,O874,3
10469,8744,3
10470,F1494,3
10471,O98312,3
10472,O98511,3
10473,O9279,3
10474,84210,3
10475,H409,3
10476,O99112,3
10477,0038,3
10478,O9113,3
10479,85100,3
10480,2231,3
10481,8400,3
10482,O99333,3
10483,2259,3
10484,85185,3
10485,00589,3
10486,T8131XD,3
10487,T8130XD,3
10488,83903,3
10489,0063,3
10490,85205,3
10491,83659,3
10492,O88212,3
10493,82311,3
10494,86354,3
10495,82111,3
10496,81315,3
10497,O665,3
10498,23772,3
10499,O6641,3
10500,81351,3
10501,P271,3
10502,P279,3
10503,2379,3
10504,81332,3
10505,H4612,3
10506,O659,3
10507,P293,3
10508,P0734,3
10509,2382,3
10510,0271,3
10511,0272,3
10512,T7612XA,3
10513,23874,3
10514,81211,3
10515,O6012X1,3
10516,87365,3
10517,T7412XA,3
10518,T7411XA,3
10519,23770,3
10520,81383,3
10521,P2430,3
10522,P2401,3
10523,86400,3
10524,86401,3
10525,2351,3
10526,86409,3
10527,86413,3
10528,O713,3
10529,T79A0XA,3
10530,P0739,3
10531,P081,3
10532,P0821,3
10533,T794XXA,3
10534,I70461,3
10535,2167,3
10536,H34211,3
10537,2158,3
10538,81504,3
10539,81501,3
10540,86802,3
10541,F14259,3
10542,81403,3
10543,86809,3
10544,0546,3
10545,Q620,3
10546,O3482,3
10547,K653,3
10548,R4583,3
10549,R45850,3
10550,O10112,3
10551,O10011,3
10552,T434X2A,3
10553,K55041,3
10554,75314,3
10555,2812,3
10556,Z3864,3
10557,99585,3
10558,O09213,3
10559,O10212,3
10560,R5083,3
10561,L02821,3
10562,75249,3
10563,99603,3
10564,R5084,3
10565,L0291,3
10566,T43224A,3
10567,I82523,3
10568,O0484,3
10569,R638,3
10570,99553,3
10571,G9050,3
10572,T827XXD,3
10573,O1400,3
10574,O1503,3
10575,Z3A38,3
10576,75652,3
10577,F1314,3
10578,75619,3
10579,37900,3
10580,O1490,3
10581,T43631A,3
10582,9876,3
10583,O1422,3
10584,27789,3
10585,I82419,3
10586,F1310,3
10587,O1223,3
10588,9918,3
10589,T82817A,3
10590,I809,3
10591,G90513,3
10592,7539,3
10593,7538,3
10594,27903,3
10595,R454,3
10596,R6511,3
10597,F12929,3
10598,7507,3
10599,N841,3
10600,T82828A,3
10601,2850,3
10602,F12250,3
10603,R938,3
10604,7469,3
10605,N859,3
10606,99760,3
10607,74686,3
10608,R944,3
10609,F1220,3
10610,74683,3
10611,28240,3
10612,7465,3
10613,37950,3
10614,09954,3
10615,1100,3
10616,N83299,3
10617,T83011A,3
10618,N825,3
10619,T41291A,3
10620,S83231A,3
10621,74512,3
10622,F12251,3
10623,R932,3
10624,I82721,3
10625,37200,3
10626,28241,3
10627,H53133,3
10628,0840,3
10629,O0289,3
10630,99655,3
10631,7500,3
10632,G839,3
10633,74923,3
10634,74903,3
10635,I825Y3,3
10636,I825Z2,3
10637,N9961,3
10638,T82827A,3
10639,R825,3
10640,G8324,3
10641,7481,3
10642,F1523,3
10643,N952,3
10644,R8290,3
10645,R845,3
10646,T4272XA,3
10647,3789,3
10648,2775,3
10649,O3481,3
10650,G9781,3
10651,9560,3
10652,I69054,3
10653,9571,3
10654,78001,3
10655,9581,3
10656,H00034,3
10657,M13162,3
10658,2722,3
10659,O320XX1,3
10660,7778,3
10661,O30113,3
10662,K834,3
10663,R10816,3
10664,9608,3
10665,9615,3
10666,G9752,3
10667,9620,3
10668,27502,3
10669,27503,3
10670,9635,3
10671,9640,3
10672,G972,3
10673,9553,3
10674,T476X1A,3
10675,75659,3
10676,25542,3
10677,O3463,3
10678,T502X2A,3
10679,O3412,3
10680,I69118,3
10681,Z48290,3
10682,H04322,3
10683,37749,3
10684,94223,3
10685,Q6502,3
10686,7831,3
10687,94514,3
10688,2638,3
10689,94524,3
10690,94526,3
10691,Q765,3
10692,H02846,3
10693,Q792,3
10694,9514,3
10695,Q793,3
10696,78058,3
10697,Q825,3
10698,9522,3
10699,M13172,3
10700,O30013,3
10701,R142,3
10702,7590,3
10703,O2312,3
10704,37887,3
10705,76513,3
10706,76503,3
10707,0706,3
10708,75981,3
10709,7593,3
10710,O2251,3
10711,O2233,3
10712,R312,3
10713,7571,3
10714,27509,3
10715,T43692A,3
10716,H518,3
10717,9761,3
10718,37239,3
10719,K9420,3
10720,O2203,3
10721,9801,3
10722,T82590D,3
10723,T82591A,3
10724,I77819,3
10725,9725,3
10726,T438X1A,3
10727,9722,3
10728,O2340,3
10729,T450X4A,3
10730,I7419,3
10731,9657,3
10732,G968,3
10733,I76,3
10734,2133,3
10735,T82398A,3
10736,R203,3
10737,K902,3
10738,H510,3
10739,K9081,3
10740,R2232,3
10741,07041,3
10742,7673,3
10743,76719,3
10744,27701,3
10745,R2242,3
10746,2121,3
10747,9710,3
10748,O23592,3
10749,O23591,3
10750,S9782XA,3
10751,S22041A,3
10752,37501,3
10753,K056,3
10754,E1144,3
10755,S72035A,3
10756,S86911A,3
10757,44401,3
10758,S4991XA,3
10759,S7291XA,3
10760,1849,3
10761,47830,3
10762,S73004A,3
10763,53171,3
10764,F428,3
10765,C92Z2,3
10766,D3A012,3
10767,1732,3
10768,33909,3
10769,G09,3
10770,S73015A,3
10771,34650,3
10772,K0530,3
10773,K277,3
10774,D3A026,3
10775,K281,3
10776,S92411A,3
10777,M318,3
10778,L97911,3
10779,3249,3
10780,S728X2A,3
10781,34653,3
10782,M4649,3
10783,C966,3
10784,D37030,3
10785,D839,3
10786,M25421,3
10787,D821,3
10788,S8252XB,3
10789,D010,3
10790,S91001A,3
10791,E11319,3
10792,L980,3
10793,F0631,3
10794,53270,3
10795,C969,3
10796,33902,3
10797,H61031,3
10798,S72451B,3
10799,53251,3
10800,S51802A,3
10801,K0889,3
10802,S51011A,3
10803,M4812,3
10804,33111,3
10805,K275,3
10806,S72452K,3
10807,S8782XA,3
10808,S8781XA,3
10809,S61422A,3
10810,D3A092,3
10811,K51313,3
10812,S72019A,3
10813,S82401A,3
10814,5830,3
10815,L97813,3
10816,3181,3
10817,M65131,3
10818,20012,3
10819,41052,3
10820,F308,3
10821,H61032,3
10822,T8740,3
10823,36813,3
10824,M6518,3
10825,S76912A,3
10826,M041,3
10827,D7589,3
10828,F3013,3
10829,M4686,3
10830,K5140,3
10831,T8522XA,3
10832,F439,3
10833,43881,3
10834,K0510,3
10835,S62336A,3
10836,K50119,3
10837,20214,3
10838,I2690,3
10839,K461,3
10840,32081,3
10841,S76311A,3
10842,5812,3
10843,K2930,3
10844,M0529,3
10845,5769,3
10846,C9212,3
10847,C9211,3
10848,M05272,3
10849,S45111A,3
10850,K283,3
10851,F4311,3
10852,3910,3
10853,E1352,3
10854,S43422A,3
10855,53087,3
10856,S92421A,3
10857,C9150,3
10858,S76121A,3
10859,M12262,3
10860,17311,3
10861,S82491A,3
10862,34622,3
10863,G1222,3
10864,32089,3
10865,1920,3
10866,M47022,3
10867,I25799,3
10868,M0519,3
10869,S52032A,3
10870,M25431,3
10871,S52042A,3
10872,D167,3
10873,V072,3
10874,H6523,3
10875,S92314A,3
10876,F99,3
10877,D1721,3
10878,20292,3
10879,M21072,3
10880,T84040D,3
10881,3519,3
10882,D170,3
10883,T8610,3
10884,33720,3
10885,D166,3
10886,S52372A,3
10887,H65193,3
10888,33382,3
10889,K119,3
10890,S61032A,3
10891,T84049A,3
10892,4564,3
10893,17381,3
10894,45620,3
10895,4557,3
10896,M4857XA,3
10897,3523,3
10898,56203,3
10899,M5413,3
10900,S89141A,3
10901,538,3
10902,S52572D,3
10903,3350,3
10904,S72144D,3
10905,D213,3
10906,M21071,3
10907,5511,3
10908,S7221XD,3
10909,F959,3
10910,20206,3
10911,S7222XD,3
10912,55100,3
10913,1736,3
10914,I235,3
10915,F338,3
10916,M00042,3
10917,33522,3
10918,45939,3
10919,3508,3
10920,D260,3
10921,S52615A,3
10922,M11862,3
10923,M26220,3
10924,S60221A,3
10925,M26212,3
10926,H933X1,3
10927,S52601B,3
10928,M00232,3
10929,M0000,3
10930,F3161,3
10931,33189,3
10932,56781,3
10933,M6080,3
10934,S72401K,3
10935,T85695A,3
10936,S61213A,3
10937,S52251B,3
10938,D117,3
10939,I220,3
10940,S61251A,3
10941,M2762,3
10942,S83412A,3
10943,56943,3
10944,M0800,3
10945,S72351C,3
10946,45111,3
10947,I010,3
10948,G042,3
10949,M25471,3
10950,D849,3
10951,S52135A,3
10952,S52134A,3
10953,T887XXA,3
10954,M00261,3
10955,D3613,3
10956,D0502,3
10957,53410,3
10958,S52271A,3
10959,S72061A,3
10960,F3175,3
10961,M60052,3
10962,S52351A,3
10963,V103,3
10964,53570,3
10965,M60003,3
10966,3529,3
10967,T84028D,3
10968,S82402D,3
10969,M60009,3
10970,M271,3
10971,E873,3
10972,S52321A,3
10973,S61211A,3
10974,I252,3
10975,S72352K,3
10976,D130,3
10977,H9311,3
10978,D129,3
10979,H6591,3
10980,T85735A,3
10981,I00,3
10982,G032,3
10983,S72401B,3
10984,S72401D,3
10985,T84020D,3
10986,S92331A,3
10987,M65832,3
10988,S71111A,3
10989,60782,3
10990,61182,3
10991,C8307,3
10992,M4307,3
10993,4958,3
10994,K4131,3
10995,S62617A,3
10996,6104,3
10997,S42202P,3
10998,E849,3
10999,S92112A,3
11000,K5750,3
11001,D531,3
11002,S42202D,3
11003,S66120A,3
11004,S62614B,3
11005,5165,3
11006,S93492A,3
11007,S92111A,3
11008,S42191A,3
11009,6150,3
11010,T84610A,3
11011,5164,3
11012,M1A09X0,3
11013,M4200,3
11014,30780,3
11015,K4021,3
11016,S83511A,3
11017,C8308,3
11018,S82142B,3
11019,T84328A,3
11020,J95861,3
11021,D68311,3
11022,49311,3
11023,S62525A,3
11024,S42291K,3
11025,S6701XA,3
11026,51900,3
11027,6020,3
11028,M11251,3
11029,M6702,3
11030,4269,3
11031,D4981,3
11032,84519,3
11033,M67361,3
11034,60785,3
11035,S62611B,3
11036,M2022,3
11037,M2351,3
11038,6031,3
11039,I2789,3
11040,1648,3
11041,49381,3
11042,S82141K,3
11043,D499,3
11044,M4315,3
11045,K4140,3
11046,J9584,3
11047,S82442A,3
11048,61650,3
11049,D68318,3
11050,S63501A,3
11051,M7032,3
11052,5062,3
11053,S62634B,3
11054,F5101,3
11055,C8100,3
11056,D588,3
11057,M00832,3
11058,51282,3
11059,20260,3
11060,M7052,3
11061,M2202,3
11062,M2201,3
11063,S82301K,3
11064,G378,3
11065,T83598A,3
11066,L97119,3
11067,L959,3
11068,H6123,3
11069,S92031A,3
11070,M71022,3
11071,V4512,3
11072,S6411XA,3
11073,S3991XA,3
11074,S39848A,3
11075,6252,3
11076,D600,3
11077,62134,3
11078,S41151A,3
11079,D57211,3
11080,C8193,3
11081,L97212,3
11082,D573,3
11083,S82225A,3
11084,S82231A,3
11085,6174,3
11086,D5740,3
11087,T86891,3
11088,20890,3
11089,C8199,3
11090,C8198,3
11091,61802,3
11092,E7800,3
11093,36181,3
11094,51632,3
11095,C8191,3
11096,M21751,3
11097,C8178,3
11098,4170,3
11099,F19921,3
11100,C8170,3
11101,S42002D,3
11102,1631,3
11103,C8120,3
11104,41512,3
11105,3619,3
11106,S92042A,3
11107,M450,3
11108,5513,3
11109,30929,3
11110,E2601,3
11111,C8511,3
11112,52109,3
11113,S8011XD,3
11114,31323,3
11115,D6862,3
11116,C8409,3
11117,C8408,3
11118,52402,3
11119,S42302K,3
11120,S79912A,3
11121,S6992XA,3
11122,S81851A,3
11123,43812,3
11124,S6991XA,3
11125,S42301K,3
11126,H8101,3
11127,S82002D,3
11128,S42401D,3
11129,M00822,3
11130,20220,3
11131,T85113A,3
11132,S42392K,3
11133,52300,3
11134,5953,3
11135,31200,3
11136,M4636,3
11137,3593,3
11138,E851,3
11139,4351,3
11140,S80812A,3
11141,M3502,3
11142,F21,3
11143,S42332A,3
11144,S91342A,3
11145,G2570,3
11146,S80211A,3
11147,L97511,3
11148,1708,3
11149,M11221,3
11150,F609,3
11151,M11222,3
11152,C8442,3
11153,K441,3
11154,M4620,3
11155,H6503,3
11156,M24461,3
11157,M457,3
11158,M24352,3
11159,M19041,3
11160,43819,3
11161,3101,3
11162,S82044A,3
11163,36220,3
11164,4831,3
11165,K314,3
11166,E243,3
11167,S62512A,3
11168,M459,3
11169,D6851,3
11170,5940,3
11171,S82091A,3
11172,K011,3
11173,K313,3
11174,4292,3
11175,G2581,3
11176,T483X4A,2
11177,T8243XA,2
11178,78469,2
11179,T445X1A,2
11180,T443X5A,2
11181,S7002XD,2
11182,2784,2
11183,S71002A,2
11184,S68627A,2
11185,T4391XA,2
11186,R411,2
11187,7661,2
11188,S72142P,2
11189,R229,2
11190,2122,2
11191,37734,2
11192,3442,2
11193,T48202A,2
11194,34882,2
11195,36400,2
11196,260,2
11197,34613,2
11198,Q786,2
11199,75537,2
11200,S72112D,2
11201,75469,2
11202,37820,2
11203,36320,2
11204,R194,2
11205,4718,2
11206,T500X1A,2
11207,1821,2
11208,7816,2
11209,48232,2
11210,7814,2
11211,Q6532,2
11212,78441,2
11213,S72111K,2
11214,T441X1A,2
11215,Q660,2
11216,37805,2
11217,Q6689,2
11218,25514,2
11219,Q753,2
11220,Q751,2
11221,Q741,2
11222,75479,2
11223,S6982XA,2
11224,40519,2
11225,R250,2
11226,T82515A,2
11227,75529,2
11228,7676,2
11229,T8600,2
11230,S91111A,2
11231,S6981XA,2
11232,Q651,2
11233,7811,2
11234,75530,2
11235,S91105A,2
11236,R4020,2
11237,T82511A,2
11238,4710,2
11239,75536,2
11240,T486X1A,2
11241,T476X2A,2
11242,20213,2
11243,T45512A,2
11244,S82421A,2
11245,2134,2
11246,27402,2
11247,77752,2
11248,T8639,2
11249,R041,2
11250,0729,2
11251,T463X1A,2
11252,R130,2
11253,Q898,2
11254,3452,2
11255,R232,2
11256,77981,2
11257,3732,2
11258,S90852A,2
11259,0663,2
11260,S92002D,2
11261,T466X1A,2
11262,4780,2
11263,R10819,2
11264,R0982,2
11265,7799,2
11266,7585,2
11267,7726,2
11268,S6702XA,2
11269,7730,2
11270,27501,2
11271,7570,2
11272,75683,2
11273,S67193A,2
11274,75739,2
11275,20047,2
11276,77214,2
11277,75671,2
11278,7741,2
11279,S91012A,2
11280,R10815,2
11281,77213,2
11282,S92001B,2
11283,S83015A,2
11284,S82435A,2
11285,R10811,2
11286,S66121A,2
11287,R291,2
11288,T447X5A,2
11289,R358,2
11290,1848,2
11291,S90851A,2
11292,1876,2
11293,Q8500,2
11294,7711,2
11295,78051,2
11296,Z3A37,2
11297,R369,2
11298,S68621A,2
11299,R3915,2
11300,41002,2
11301,Z462,2
11302,78053,2
11303,78057,2
11304,T44992A,2
11305,Z3A36,2
11306,07799,2
11307,1878,2
11308,Q6419,2
11309,1839,2
11310,34631,2
11311,T86848,2
11312,34633,2
11313,7717,2
11314,S72011D,2
11315,T466X2A,2
11316,07421,2
11317,36372,2
11318,4779,2
11319,S6722XA,2
11320,Q8743,2
11321,4918,2
11322,Q859,2
11323,4778,2
11324,S71151A,2
11325,2700,2
11326,S68116A,2
11327,S92012A,2
11328,R150,2
11329,2680,2
11330,R1901,2
11331,S65012A,2
11332,S91312A,2
11333,Q2579,2
11334,Q638,2
11335,S80862A,2
11336,S81842A,2
11337,S81832A,2
11338,T7840XD,2
11339,81519,2
11340,2371,2
11341,T82199A,2
11342,S81001A,2
11343,T7692XA,2
11344,20071,2
11345,S8011XS,2
11346,01204,2
11347,20194,2
11348,S82392C,2
11349,81353,2
11350,S8002XD,2
11351,43814,2
11352,P103,2
11353,8171,2
11354,S82102B,2
11355,P0735,2
11356,Z940,2
11357,Z932,2
11358,T8485XA,2
11359,Z9181,2
11360,37610,2
11361,2350,2
11362,S82035A,2
11363,8209,2
11364,P100,2
11365,S82031D,2
11366,82031,2
11367,T79A12A,2
11368,T85110A,2
11369,4295,2
11370,01193,2
11371,T85111A,2
11372,81331,2
11373,T7621XA,2
11374,P2912,2
11375,T84116A,2
11376,P545,2
11377,81012,2
11378,T7401XA,2
11379,37400,2
11380,0319,2
11381,S76392A,2
11382,81001,2
11383,T719XXA,2
11384,01484,2
11385,P700,2
11386,37681,2
11387,P701,2
11388,P760,2
11389,S76212A,2
11390,P780,2
11391,P7881,2
11392,37632,2
11393,P540,2
11394,Z9012,2
11395,T7422XA,2
11396,S79191A,2
11397,3588,2
11398,35830,2
11399,01506,2
11400,Z9049,2
11401,81253,2
11402,81252,2
11403,81250,2
11404,P375,2
11405,S86021A,2
11406,S82392K,2
11407,S79101A,2
11408,P394,2
11409,T7611XA,2
11410,T7602XA,2
11411,S82101D,2
11412,S82112A,2
11413,7852,2
11414,O99314,2
11415,S83014A,2
11416,S82252K,2
11417,T8132XD,2
11418,T819XXA,2
11419,36105,2
11420,S82241B,2
11421,83819,2
11422,8371,2
11423,8405,2
11424,Z96652,2
11425,Z96642,2
11426,2274,2
11427,S82222K,2
11428,22800,2
11429,36002,2
11430,S82221B,2
11431,2211,2
11432,O99215,2
11433,P059,2
11434,O9883,2
11435,S82302B,2
11436,O98412,2
11437,O98413,2
11438,S82391B,2
11439,O9853,2
11440,T81711A,2
11441,8440,2
11442,S82301B,2
11443,O99119,2
11444,84209,2
11445,S82292C,2
11446,S82292A,2
11447,41407,2
11448,0041,2
11449,8418,2
11450,8411,2
11451,T80A11A,2
11452,00841,2
11453,22803,2
11454,T8484XS,2
11455,82524,2
11456,82523,2
11457,T8052XA,2
11458,2318,2
11459,O9A113,2
11460,82520,2
11461,8251,2
11462,Z951,2
11463,83402,2
11464,T8051XA,2
11465,20168,2
11466,O9A32,2
11467,P002,2
11468,P009,2
11469,S82121A,2
11470,82331,2
11471,O99834,2
11472,2310,2
11473,S82142K,2
11474,S83512A,2
11475,T80919A,2
11476,37556,2
11477,S82202E,2
11478,S82202D,2
11479,83209,2
11480,S83511D,2
11481,2299,2
11482,T84613A,2
11483,S82201C,2
11484,S82191A,2
11485,83102,2
11486,2304,2
11487,S82155A,2
11488,20160,2
11489,T8469XD,2
11490,4404,2
11491,36225,2
11492,23981,2
11493,3524,2
11494,T5494XA,2
11495,7897,2
11496,78967,2
11497,78966,2
11498,S82892E,2
11499,S89102A,2
11500,T524X1A,2
11501,78937,2
11502,Q279,2
11503,78932,2
11504,20058,2
11505,S72351B,2
11506,S72332K,2
11507,Q339,2
11508,Q351,2
11509,T8579XS,2
11510,37721,2
11511,Q2730,2
11512,S76122A,2
11513,T5811XA,2
11514,T5991XA,2
11515,7942,2
11516,Z711,2
11517,3552,2
11518,41030,2
11519,4519,2
11520,7935,2
11521,Q253,2
11522,Q268,2
11523,T82332A,2
11524,7931,2
11525,Z6841,2
11526,75433,2
11527,Q258,2
11528,41012,2
11529,45372,2
11530,Q374,2
11531,4565,2
11532,2138,2
11533,S8982XA,2
11534,S82892D,2
11535,Z48298,2
11536,3509,2
11537,Q542,2
11538,Q549,2
11539,3502,2
11540,Q614,2
11541,Q6212,2
11542,78869,2
11543,S7223XA,2
11544,78604,2
11545,Q6231,2
11546,T507X5A,2
11547,S72145D,2
11548,T501X5A,2
11549,Q631,2
11550,S89142A,2
11551,45912,2
11552,7877,2
11553,Q402,2
11554,S72322K,2
11555,78863,2
11556,T518X1A,2
11557,78862,2
11558,T510X4A,2
11559,S89122A,2
11560,78837,2
11561,S72321K,2
11562,Q391,2
11563,S72309A,2
11564,T50994A,2
11565,25091,2
11566,Z4902,2
11567,78821,2
11568,Q396,2
11569,Z713,2
11570,T601X1A,2
11571,Q242,2
11572,8029,2
11573,80421,2
11574,T85520D,2
11575,3564,2
11576,Q011,2
11577,T6391XA,2
11578,0402,2
11579,80301,2
11580,S73012A,2
11581,04149,2
11582,S73005D,2
11583,8025,2
11584,T85521A,2
11585,T82312A,2
11586,S83001A,2
11587,T63451A,2
11588,36227,2
11589,24211,2
11590,S73191A,2
11591,S73192A,2
11592,S7402XD,2
11593,037,2
11594,80624,2
11595,80621,2
11596,3572,2
11597,P8388,2
11598,S86811A,2
11599,Z86718,2
11600,Z853,2
11601,S76092A,2
11602,S76091A,2
11603,3769,2
11604,Z8249,2
11605,20063,2
11606,T8543XA,2
11607,36226,2
11608,2458,2
11609,80146,2
11610,79552,2
11611,Q220,2
11612,04679,2
11613,44773,2
11614,S72435A,2
11615,1908,2
11616,Q205,2
11617,24961,2
11618,4479,2
11619,T6092XA,2
11620,0419,2
11621,1907,2
11622,797,2
11623,0498,2
11624,T604X2A,2
11625,7964,2
11626,S89001A,2
11627,Q240,2
11628,S72441A,2
11629,80023,2
11630,80025,2
11631,44770,2
11632,S86912A,2
11633,S72492B,2
11634,80136,2
11635,Z751,2
11636,Q120,2
11637,T85625A,2
11638,Q150,2
11639,80111,2
11640,S72452B,2
11641,S72451K,2
11642,T63331A,2
11643,24920,2
11644,80071,2
11645,S72442A,2
11646,T622X1A,2
11647,S6412XA,2
11648,S3982XA,2
11649,27900,2
11650,T8339XA,2
11651,67184,2
11652,S43401A,2
11653,67182,2
11654,T18190A,2
11655,S43121A,2
11656,67151,2
11657,20013,2
11658,S240XXA,2
11659,2984,2
11660,V1301,2
11661,67012,2
11662,V1581,2
11663,66984,2
11664,66983,2
11665,58189,2
11666,S2502XA,2
11667,5791,2
11668,36960,2
11669,S92422B,2
11670,S45112A,2
11671,29661,2
11672,T2122XA,2
11673,S22088D,2
11674,67624,2
11675,S22089D,2
11676,S92412A,2
11677,29681,2
11678,20032,2
11679,3823,2
11680,T2022XA,2
11681,V641,2
11682,T194XXA,2
11683,S4492XA,2
11684,S4352XA,2
11685,2982,2
11686,S92414A,2
11687,30014,2
11688,66882,2
11689,6807,2
11690,S31113A,2
11691,V5862,2
11692,S3023XA,2
11693,S42415A,2
11694,20925,2
11695,S31000A,2
11696,38910,2
11697,3888,2
11698,31531,2
11699,S298XXA,2
11700,59372,2
11701,T17900A,2
11702,S31134A,2
11703,S3121XA,2
11704,59373,2
11705,S31501A,2
11706,65903,2
11707,V5866,2
11708,V5869,2
11709,319,2
11710,5880,2
11711,66634,2
11712,66632,2
11713,V593,2
11714,S83271A,2
11715,S2699XA,2
11716,66583,2
11717,36811,2
11718,20602,2
11719,20700,2
11720,66571,2
11721,5889,2
11722,317,2
11723,S42432A,2
11724,S42421B,2
11725,V2389,2
11726,66434,2
11727,32725,2
11728,V662,2
11729,S42402D,2
11730,1473,2
11731,S14104A,2
11732,S52041A,2
11733,S14126A,2
11734,S14126D,2
11735,S14129D,2
11736,3813,2
11737,V1254,2
11738,S162XXA,2
11739,S14101A,2
11740,29575,2
11741,70701,2
11742,7068,2
11743,7038,2
11744,S52002A,2
11745,S2001XA,2
11746,5721,2
11747,20411,2
11748,56987,2
11749,S2020XA,2
11750,S52181A,2
11751,S52231B,2
11752,S52202B,2
11753,56944,2
11754,S92341A,2
11755,71431,2
11756,S13130A,2
11757,S92342A,2
11758,38120,2
11759,T25021A,2
11760,S52131A,2
11761,71195,2
11762,T84019A,2
11763,71191,2
11764,71109,2
11765,S52125A,2
11766,17339,2
11767,S52001A,2
11768,7011,2
11769,5755,2
11770,29656,2
11771,S22028A,2
11772,S22031A,2
11773,S22038A,2
11774,S22039D,2
11775,T22011A,2
11776,S49002A,2
11777,29655,2
11778,S82302N,2
11779,69012,2
11780,S22049A,2
11781,S22049D,2
11782,T2124XA,2
11783,S22069D,2
11784,17312,2
11785,S46911A,2
11786,S22078A,2
11787,S22020A,2
11788,6908,2
11789,T24211A,2
11790,S50311A,2
11791,T24202A,2
11792,T8381XA,2
11793,T24201A,2
11794,S51001A,2
11795,S50312A,2
11796,S20221A,2
11797,S20222A,2
11798,S92352D,2
11799,6910,2
11800,S21109A,2
11801,29626,2
11802,V6889,2
11803,69512,2
11804,69511,2
11805,29636,2
11806,3911,2
11807,S31619A,2
11808,S42402B,2
11809,R419,2
11810,30481,2
11811,S42142P,2
11812,64242,2
11813,S36420A,2
11814,S36439A,2
11815,6151,2
11816,20021,2
11817,30754,2
11818,38523,2
11819,3084,2
11820,30490,2
11821,S42131A,2
11822,T83512D,2
11823,S42115A,2
11824,S96121A,2
11825,S42102A,2
11826,S36533A,2
11827,S42192A,2
11828,T1490XA,2
11829,S36593A,2
11830,S42211K,2
11831,S42225A,2
11832,64723,2
11833,30441,2
11834,64691,2
11835,V3701,2
11836,S93324A,2
11837,V5409,2
11838,64651,2
11839,64300,2
11840,S42211G,2
11841,20801,2
11842,38643,2
11843,V5350,2
11844,S36029A,2
11845,S3609XA,2
11846,S83232A,2
11847,S36538A,2
11848,S42101A,2
11849,V3600,2
11850,30562,2
11851,30552,2
11852,30722,2
11853,V4502,2
11854,63311,2
11855,V4613,2
11856,V4612,2
11857,S99912A,2
11858,S99821A,2
11859,S99922A,2
11860,38601,2
11861,6273,2
11862,S37812A,2
11863,6267,2
11864,38603,2
11865,V454,2
11866,S39013A,2
11867,S3722XA,2
11868,V442,2
11869,S36598A,2
11870,S42012A,2
11871,S83207A,2
11872,30503,2
11873,S3669XA,2
11874,36845,2
11875,S42024A,2
11876,S42022K,2
11877,S42015A,2
11878,S42011A,2
11879,S40212A,2
11880,S37031A,2
11881,30742,2
11882,S37032A,2
11883,63510,2
11884,S37052A,2
11885,S96821A,2
11886,63402,2
11887,64784,2
11888,S42252K,2
11889,S31821A,2
11890,59800,2
11891,31089,2
11892,V291,2
11893,65423,2
11894,59789,2
11895,S32120A,2
11896,S32129A,2
11897,65373,2
11898,S42322D,2
11899,59659,2
11900,65371,2
11901,65361,2
11902,S3214XA,2
11903,5993,2
11904,S82862A,2
11905,S3219XB,2
11906,S42302D,2
11907,S32058A,2
11908,S32051A,2
11909,S32391A,2
11910,S42401B,2
11911,65691,2
11912,S32010D,2
11913,65673,2
11914,T17828A,2
11915,V582,2
11916,5948,2
11917,S32018D,2
11918,S32022A,2
11919,S32049D,2
11920,S32029D,2
11921,3885,2
11922,S42352B,2
11923,S32042A,2
11924,30150,2
11925,31239,2
11926,59651,2
11927,S32312A,2
11928,59981,2
11929,S82842E,2
11930,30402,2
11931,1568,2
11932,64874,2
11933,S9304XA,2
11934,S9305XA,2
11935,20916,2
11936,S42291D,2
11937,S32472A,2
11938,6023,2
11939,S32454A,2
11940,V5423,2
11941,S82842D,2
11942,T17290A,2
11943,V3400,2
11944,6030,2
11945,V5421,2
11946,T171XXA,2
11947,S42291P,2
